Order_ID,Customer_ID,Order_Date,Product_ID,Quantity,Discount,Shipping_Cost,Sales_Channel,Payment_Method,Order_Status,Region
ORD008940,CUST00999,2025-11-13,PROD0116,3,0.15,5.22,Online,Debit Card,Delivered,West
ORD008941,CUST00257,2025-07-26,PROD0045,6,0.0,7.67,Online,Debit Card,Delivered,East
ORD008942,CUST00957,2026-02-24,PROD0014,4,0.3,11.88,Mobile App,Net Banking,Delivered,East
ORD008943,CUST00654,2025-08-26,PROD0002,1,0.0,11.23,In-Store,Credit Card,Delivered,North
ORD008944,CUST00860,2025-12-17,PROD0008,2,0.0,17.71,Mobile App,COD,Returned,East
ORD008945,CUST01984,2025-11-27,PROD0061,6,0.0,,In-Store,UPI,Delivered,North
ORD008946,CUST00316,2025-07-17,PROD0017,2,0.15,16.11,In-Store,UPI,Returned,North
ORD008947,CUST01464,2026-01-24,PROD0066,4,0.0,17.85,Online,Wallet,Delivered,East
ORD008948,CUST00087,2026-03-13,PROD0029,1,0.05,7.32,Online,Credit Card,Delivered,South
ORD008949,CUST01868,2025-10-08,PROD0043,6,0.25,,Online,UPI,Delivered,East
ORD008950,CUST01495,2025-10-28,PROD0027,4,0.0,10.95,Mobile App,COD,Delivered,North
ORD008951,CUST00737,2026-07-08,PROD0120,3,0.25,7.69,Online,Net Banking,Returned,East
ORD008952,CUST01640,2025-07-18,PROD0014,4,0.25,24.62,In-Store,Net Banking,Delivered,East
ORD008953,CUST01670,2026-01-19,PROD0086,3,0.3,20.35,Online,Debit Card,Returned,West
ORD008954,CUST00691,2026-05-26,PROD0114,1,0.25,4.12,In-Store,COD,Returned,North
ORD008955,CUST00921,2026-01-27,PROD0121,1,0.3,0.14,Online,Debit Card,Delivered,West
ORD008956,CUST01614,2026-06-16,PROD0065,6,0.3,1.07,In-Store,Net Banking,Returned,North
ORD008957,CUST00879,2026-07-26,PROD0062,6,0.2,6.1,In-Store,Debit Card,Delivered,West
ORD008958,CUST00354,2025-12-10,PROD0101,1,0.0,2.86,Mobile App,COD,Delivered,East
ORD008959,CUST01650,2026-02-22,PROD0029,6,0.05,13.33,In-Store,Credit Card,Delivered,North
ORD008960,CUST00568,2025-10-21,PROD0046,1,0.15,21.45,In-Store,Net Banking,Delivered,East
ORD008961,CUST01387,2026-05-14,PROD0091,1,0.3,18.42,Mobile App,Credit Card,Pending,South
ORD008962,CUST00847,2026-03-20,PROD0011,5,0.25,5.39,Online,Net Banking,Pending,West
ORD008963,CUST01360,2026-06-11,PROD0038,4,0.15,9.98,Online,COD,Returned,East
ORD008964,CUST01328,2025-10-20,PROD0099,6,0.3,12.7,Online,UPI,Delivered,North
ORD008965,CUST01398,2026-04-21,PROD0121,2,0.15,,Mobile App,COD,Delivered,South
ORD008966,CUST00065,2025-10-31,PROD0022,3,0.3,20.98,Mobile App,Credit Card,Delivered,West
ORD008967,CUST00301,2025-12-19,PROD0002,6,0.0,22.74,Mobile App,Wallet,Delivered,South
ORD008968,CUST00875,2025-11-09,PROD0027,1,0.2,12.73,Online,COD,Delivered,South
ORD008969,CUST00502,2026-07-13,PROD0027,1,0.15,17.36,Online,Credit Card,Delivered,North
ORD008970,CUST00059,2025-07-21,PROD0087,1,0.15,2.8,Mobile App,COD,Delivered,South
ORD008971,CUST01605,2026-04-04,PROD0107,2,0.0,14.13,Mobile App,COD,Delivered,North
ORD008972,CUST01442,2026-03-28,PROD0090,4,0.25,6.22,In-Store,Wallet,Delivered,North
ORD008973,CUST01059,2026-05-07,PROD0044,5,0.15,10.79,Online,Wallet,Pending,South
ORD008974,CUST00793,2025-08-08,PROD0037,2,0.25,15.85,Online,Net Banking,Returned,East
ORD008975,CUST01904,2026-01-05,PROD0003,4,0.0,,Online,UPI,Delivered,East
ORD008976,CUST01554,2026-03-18,PROD0034,3,0.3,1.3,Mobile App,COD,Delivered,West
ORD008977,CUST01156,2026-03-22,PROD0045,4,0.15,0.26,In-Store,Net Banking,Delivered,West
ORD008978,CUST01326,2025-08-08,PROD0076,6,0.25,0.55,In-Store,Debit Card,Delivered,North
ORD008979,CUST00296,2025-08-23,PROD0108,6,0.05,0.21,In-Store,UPI,Delivered,West
ORD008980,CUST01051,2025-12-02,PROD0059,5,0.15,2.76,In-Store,Credit Card,Delivered,East
ORD008981,CUST01437,2025-09-15,PROD0117,4,0.0,5.99,Mobile App,Credit Card,Delivered,South
ORD008982,CUST00669,2026-05-14,PROD0043,3,0.0,5.53,Online,Debit Card,Delivered,North
ORD008983,CUST01936,2026-05-30,PROD0064,2,0.3,24.67,Online,UPI,Delivered,South
ORD008984,CUST00626,2026-05-24,PROD0067,5,0.1,7.65,Online,Net Banking,Cancelled,North
ORD008985,CUST01619,2025-11-25,PROD0001,6,0.0,3.19,Mobile App,Credit Card,Delivered,North
ORD008986,CUST01127,2025-07-29,PROD0057,2,0.05,13.64,Online,Credit Card,Delivered,North
ORD008987,CUST01378,2025-10-02,PROD0064,2,0.3,21.45,In-Store,COD,Delivered,East
ORD008988,CUST01085,2026-05-02,PROD0115,2,0.15,16.95,Online,Debit Card,Delivered,South
ORD008989,CUST00602,2025-12-04,PROD0032,3,0.0,7.4,Mobile App,Credit Card,Delivered,South
ORD008990,CUST00544,2025-07-09,PROD0058,6,0.25,14.04,Mobile App,Credit Card,Delivered,North
ORD008991,CUST01905,2025-09-28,PROD0030,6,0.3,17.87,In-Store,Credit Card,Delivered,West
ORD008992,CUST00555,2025-11-19,PROD0038,6,0.0,18.2,In-Store,Credit Card,Delivered,West
ORD008993,CUST01336,2025-08-13,PROD0044,6,0.25,16.66,Mobile App,COD,Cancelled,South
ORD008994,CUST00539,2026-04-03,PROD0111,4,0.15,21.77,Mobile App,UPI,Cancelled,North
ORD008995,CUST01806,2025-08-04,PROD0059,4,0.15,21.75,Mobile App,Debit Card,Delivered,North
ORD008996,CUST01466,2025-07-16,PROD0030,2,0.15,14.47,In-Store,COD,Cancelled,South
ORD008997,CUST00627,2025-10-26,PROD0042,1,0.2,10.75,In-Store,UPI,Delivered,North
ORD008998,CUST01644,2025-12-30,PROD0098,6,0.25,,Mobile App,Wallet,Delivered,West
ORD008999,CUST01990,2026-04-25,PROD0070,1,0.0,20.46,Online,Credit Card,Delivered,South
ORD009000,CUST01459,2025-09-11,PROD0069,5,0.0,0.14,Mobile App,Debit Card,Delivered,South
ORD009001,CUST01507,2025-08-12,PROD0110,3,0.15,24.8,In-Store,UPI,Delivered,South
ORD009002,CUST00071,2025-11-09,PROD0064,5,0.15,4.57,Online,Debit Card,Cancelled,North
ORD009003,CUST00222,2026-05-29,PROD0112,1,0.0,11.76,Mobile App,Wallet,Delivered,North
ORD009004,CUST01891,2026-05-13,PROD0082,5,0.05,21.8,In-Store,Debit Card,Delivered,East
ORD009005,CUST00787,2025-08-03,PROD0026,4,0.15,5.63,In-Store,Debit Card,Delivered,South
ORD009006,CUST00650,2025-12-18,PROD0064,2,0.0,11.92,Online,Debit Card,Delivered,East
ORD009007,CUST00245,2025-08-12,PROD0106,1,0.0,3.31,Online,Debit Card,Delivered,South
ORD009008,CUST00463,2025-07-01,PROD0007,1,0.0,9.88,In-Store,UPI,Delivered,West
ORD009009,CUST01890,2026-01-09,PROD0021,2,0.0,4.43,In-Store,Wallet,Delivered,North
ORD009010,CUST01080,2026-02-12,PROD0007,1,0.0,9.09,Mobile App,UPI,Pending,North
ORD009011,CUST00896,2025-09-05,PROD0081,5,0.25,9.34,Online,UPI,Delivered,South
ORD009012,CUST01325,2026-02-12,PROD0085,1,0.0,24.83,Mobile App,Credit Card,Delivered,East
ORD009013,CUST00136,2026-07-14,PROD0048,6,0.0,24.87,Mobile App,UPI,Delivered,West
ORD009014,CUST01837,2026-05-08,PROD0086,2,0.15,2.87,Online,Debit Card,Delivered,East
ORD009015,CUST00384,2025-07-20,PROD0102,4,0.0,18.15,In-Store,Credit Card,Pending,East
ORD009016,CUST00054,2025-11-02,PROD0023,1,0.0,1.29,Mobile App,UPI,Returned,North
ORD009017,CUST00602,2025-10-02,PROD0044,4,0.05,0.75,Online,UPI,Delivered,South
ORD009018,CUST01576,2025-08-23,PROD0120,3,0.0,2.63,Mobile App,Wallet,Delivered,North
ORD009019,CUST01145,2026-06-14,PROD0018,2,0.1,24.14,Mobile App,UPI,Delivered,South
ORD009020,CUST01634,2026-06-03,PROD0088,4,0.3,23.52,Mobile App,Wallet,Delivered,North
ORD009021,CUST01623,2026-03-24,PROD0098,2,0.25,4.85,Online,Credit Card,Delivered,East
ORD009022,CUST01887,2025-11-06,PROD0048,6,0.0,4.04,Online,Debit Card,Delivered,North
ORD009023,CUST00507,2026-05-17,PROD0037,3,0.0,6.01,Online,Wallet,Delivered,North
ORD009024,CUST01818,2025-08-03,PROD0018,3,0.25,12.89,In-Store,UPI,Returned,West
ORD009025,CUST01409,2026-04-09,PROD0004,5,0.0,14.24,In-Store,UPI,Pending,East
ORD009026,CUST01764,2026-02-10,PROD0111,3,0.0,5.54,Mobile App,Debit Card,Delivered,South
ORD009027,CUST01368,2026-03-26,PROD0111,1,0.15,,In-Store,COD,Delivered,West
ORD009028,CUST00218,2026-04-26,PROD0015,5,0.0,,In-Store,COD,Delivered,West
ORD009029,CUST00082,2026-05-25,PROD0013,4,0.0,23.05,Mobile App,Credit Card,Cancelled,North
ORD009030,CUST01027,2026-04-23,PROD0042,5,0.2,16.42,Online,Debit Card,Delivered,South
ORD009031,CUST00850,2026-03-11,PROD0103,5,0.1,10.91,Mobile App,UPI,Delivered,East
ORD009032,CUST00070,2025-11-22,PROD0105,6,0.25,19.75,In-Store,Net Banking,Returned,North
ORD009033,CUST00476,2026-05-05,PROD0054,3,0.15,20.45,In-Store,Credit Card,Returned,West
ORD009034,CUST01473,2026-01-26,PROD0029,3,0.15,7.26,In-Store,Wallet,Cancelled,West
ORD009035,CUST00121,2025-08-26,PROD0011,4,0.0,8.49,Mobile App,Credit Card,Delivered,South
ORD009036,CUST00137,2025-11-14,PROD0023,6,0.15,23.4,Online,Wallet,Delivered,North
ORD009037,CUST01562,2026-04-29,PROD0067,4,0.25,4.12,In-Store,Credit Card,Delivered,South
ORD009038,CUST01966,2025-08-27,PROD0089,3,0.0,1.05,Online,Debit Card,Delivered,East
ORD009039,CUST00537,2026-01-21,PROD0091,4,0.0,11.35,In-Store,UPI,Delivered,North
ORD009040,CUST00145,2026-04-23,PROD0113,6,0.0,20.03,In-Store,COD,Cancelled,South
ORD009041,CUST00455,2026-04-30,PROD0008,1,0.0,19.29,Mobile App,Credit Card,Returned,North
ORD009042,CUST01810,2026-01-14,PROD0007,4,0.3,22.99,Online,Net Banking,Delivered,East
ORD009043,CUST01433,2026-01-26,PROD0081,1,0.3,13.33,Mobile App,Credit Card,Delivered,East
ORD009044,CUST01564,2026-07-12,PROD0076,4,0.25,2.5,Online,COD,Delivered,East
ORD009045,CUST00665,2025-12-12,PROD0057,5,0.15,14.72,In-Store,Net Banking,Delivered,South
ORD009046,CUST00516,2025-12-28,PROD0094,4,0.05,19.46,Mobile App,COD,Cancelled,West
ORD009047,CUST00308,2026-07-05,PROD0119,6,0.0,2.33,Online,UPI,Delivered,North
ORD009048,CUST01506,2026-01-13,PROD0059,5,0.15,4.32,Mobile App,UPI,Returned,East
ORD009049,CUST00555,2026-03-18,PROD0120,5,0.0,0.31,Mobile App,Wallet,Returned,West
ORD009050,CUST01169,2026-02-01,PROD0067,4,0.05,14.84,Mobile App,Debit Card,Delivered,West
ORD009051,CUST01942,2025-09-01,PROD0121,6,0.0,22.17,Mobile App,Wallet,Delivered,North
ORD009052,CUST00328,2026-07-13,PROD0105,4,0.3,,Mobile App,Credit Card,Delivered,South
ORD009053,CUST00835,2025-11-17,PROD0075,5,0.05,24.55,In-Store,Credit Card,Delivered,North
ORD009054,CUST00235,2025-08-15,PROD0005,4,0.05,1.58,Online,Credit Card,Returned,North
ORD009055,CUST00949,2025-07-10,PROD0005,4,0.05,22.58,Online,Wallet,Delivered,West
ORD009056,CUST01072,2026-06-22,PROD0051,6,0.2,20.35,Mobile App,Net Banking,Returned,West
ORD009057,CUST01706,2025-07-11,PROD0050,3,0.0,7.86,Online,Net Banking,Delivered,East
ORD009058,CUST01358,2025-12-13,PROD0039,3,0.0,24.34,Mobile App,Credit Card,Delivered,West
ORD009059,CUST00047,2026-04-12,PROD0112,3,0.1,7.2,Online,UPI,Delivered,North
ORD009060,CUST00954,2026-04-29,PROD0043,1,0.15,,In-Store,UPI,Delivered,North
ORD009061,CUST00178,2026-06-08,PROD0033,1,0.15,22.02,Mobile App,Credit Card,Delivered,East
ORD009062,CUST00771,2026-03-09,PROD0036,5,0.1,18.94,In-Store,Debit Card,Delivered,South
ORD009063,CUST00958,2025-09-08,PROD0058,3,0.0,14.09,In-Store,Debit Card,Pending,East
ORD009064,CUST00277,2026-05-07,PROD0083,3,0.0,3.0,Online,Debit Card,Delivered,South
ORD009065,CUST01041,2026-03-31,PROD0102,4,0.0,13.3,In-Store,UPI,Cancelled,East
ORD009066,CUST01479,2025-10-23,PROD0061,1,0.05,8.92,In-Store,Debit Card,Returned,North
ORD009067,CUST01798,2026-04-19,PROD0081,2,0.0,19.81,Online,Net Banking,Delivered,East
ORD009068,CUST00727,2025-07-15,PROD0085,5,0.2,18.95,Online,Credit Card,Delivered,North
ORD009069,CUST01892,2026-07-13,PROD0063,6,0.15,22.77,In-Store,COD,Delivered,East
ORD009070,CUST00008,2025-12-05,PROD0111,0,0.0,0.37,Online,Net Banking,Delivered,East
ORD009071,CUST01366,2026-04-05,PROD0026,1,0.0,20.23,Online,Wallet,Delivered,West
ORD009072,CUST01531,2026-05-28,PROD0068,1,0.3,23.46,Mobile App,Net Banking,Delivered,North
ORD009073,CUST00359,2025-11-12,PROD0081,6,0.15,19.73,In-Store,COD,Delivered,North
ORD009074,CUST00576,2026-02-13,PROD0056,2,0.0,3.25,In-Store,Wallet,Pending,North
ORD009075,CUST00740,2026-03-07,PROD0041,4,0.1,2.03,Online,Net Banking,Delivered,North
ORD009076,CUST00903,2025-08-12,PROD0118,5,0.1,0.52,Mobile App,Net Banking,Delivered,North
ORD009077,CUST01023,2025-12-29,PROD0039,3,0.15,15.72,Mobile App,Credit Card,Delivered,East
ORD009078,CUST00775,2025-12-18,PROD0049,3,0.1,15.74,Online,Credit Card,Pending,East
ORD009079,CUST01207,2026-04-01,PROD0071,6,0.15,24.67,Online,Wallet,Delivered,South
ORD009080,CUST01004,2026-02-16,PROD0118,4,0.0,9.95,Online,Wallet,Delivered,East
ORD009081,CUST00432,2026-02-16,PROD0051,5,0.1,8.3,Mobile App,COD,Cancelled,East
ORD009082,CUST00919,2025-09-21,PROD0106,2,0.0,15.61,Mobile App,Net Banking,Delivered,West
ORD009083,CUST01610,2026-07-21,PROD0118,3,0.1,20.64,In-Store,UPI,Delivered,South
ORD009084,CUST01096,2026-05-24,PROD0045,6,0.0,23.42,Online,Net Banking,Delivered,South
ORD009085,CUST01018,2025-07-11,PROD0032,3,0.0,20.08,In-Store,COD,Returned,East
ORD009086,CUST00990,2026-05-06,PROD0078,5,0.0,10.67,Mobile App,Net Banking,Delivered,North
ORD009087,CUST01411,2026-06-12,PROD0063,2,0.0,15.87,Mobile App,Wallet,Delivered,West
ORD009088,CUST00914,2025-09-30,PROD0088,4,0.0,21.41,Mobile App,Credit Card,Delivered,North
ORD009089,CUST01707,2025-07-23,PROD0113,1,0.15,12.27,Mobile App,Credit Card,Delivered,North
ORD009090,CUST01100,2026-07-21,PROD0073,5,0.0,5.42,Mobile App,Debit Card,Delivered,North
ORD009091,CUST00406,2026-01-04,PROD0014,3,0.0,4.24,Mobile App,COD,Delivered,West
ORD009092,CUST00711,2025-07-06,PROD0111,5,0.0,0.0,In-Store,UPI,Delivered,East
ORD009093,CUST00657,2025-07-12,PROD0012,4,0.3,17.96,In-Store,Debit Card,Delivered,South
ORD009094,CUST01443,2025-08-21,PROD0041,2,0.0,2.78,In-Store,Credit Card,Delivered,West
ORD009095,CUST00093,2026-01-01,PROD0110,4,0.0,6.1,Mobile App,COD,Returned,North
ORD009096,CUST00274,2025-07-30,PROD0106,5,0.15,7.45,Online,Debit Card,Delivered,East
ORD009097,CUST00488,2025-09-02,PROD0018,1,0.0,14.01,Mobile App,COD,Delivered,West
ORD009098,CUST00430,2026-01-14,PROD0039,4,0.0,9.95,Online,Debit Card,Delivered,West
ORD009099,CUST01456,2026-03-25,PROD0035,1,0.1,16.87,Mobile App,Net Banking,Delivered,West
ORD009100,CUST00366,2025-10-26,PROD0093,1,0.2,1.39,In-Store,Debit Card,Delivered,South
ORD009101,CUST00913,2025-10-10,PROD0060,3,0.05,3.1,In-Store,Debit Card,Pending,East
ORD009102,CUST00868,2026-02-27,PROD0009,2,0.2,12.48,In-Store,Credit Card,Delivered,South
ORD009103,CUST01299,2025-10-22,PROD0053,6,0.0,8.42,Mobile App,Debit Card,Delivered,South
ORD009104,CUST01623,2026-03-29,PROD0062,3,0.15,7.4,In-Store,Debit Card,Delivered,North
ORD009105,CUST00333,2026-05-10,PROD0069,1,0.05,1.68,Online,COD,Delivered,East
ORD009106,CUST00595,2025-09-02,PROD0110,1,0.0,22.39,Mobile App,UPI,Returned,North
ORD009107,CUST01804,2026-03-02,PROD0090,5,0.2,17.3,Mobile App,UPI,Delivered,South
ORD009108,CUST01373,2026-02-22,PROD0079,5,0.25,3.04,Online,Net Banking,Delivered,North
ORD009109,CUST01184,2026-06-27,PROD0081,2,0.1,1.63,Online,COD,Delivered,East
ORD009110,CUST00189,2025-10-14,PROD0074,4,0.05,24.37,Mobile App,Net Banking,Delivered,West
ORD009111,CUST01588,2025-10-01,PROD0049,4,0.25,17.03,Mobile App,Net Banking,Delivered,North
ORD009112,CUST01050,2026-02-08,PROD0015,4,0.1,10.44,In-Store,Debit Card,Delivered,South
ORD009113,CUST01546,2026-03-23,PROD0007,2,0.0,17.54,Mobile App,UPI,Delivered,North
ORD009114,CUST00550,2025-12-19,PROD0043,1,0.25,18.91,In-Store,Credit Card,Delivered,West
ORD009115,CUST01780,2025-08-20,PROD0096,5,0.3,19.5,Online,UPI,Delivered,East
ORD009116,CUST01805,2025-07-12,PROD0105,4,0.25,11.95,Mobile App,Credit Card,Cancelled,East
ORD009117,CUST01661,2025-12-07,PROD0066,1,0.15,10.75,Mobile App,Wallet,Delivered,West
ORD009118,CUST00498,2025-07-18,PROD0030,5,0.25,0.28,Online,UPI,Delivered,East
ORD009119,CUST00995,2026-06-13,PROD0045,5,0.3,23.16,In-Store,UPI,Delivered,East
ORD009120,CUST01693,2025-08-19,PROD0038,6,0.2,15.08,Mobile App,UPI,Delivered,East
ORD009121,CUST01424,2025-09-17,PROD0081,2,0.15,5.08,Mobile App,Credit Card,Returned,South
ORD009122,CUST00297,2026-03-07,PROD0091,4,0.0,22.99,In-Store,UPI,Delivered,West
ORD009123,CUST01994,2025-12-29,PROD0068,3,0.0,22.87,In-Store,Wallet,Delivered,West
ORD009124,CUST01659,2025-09-24,PROD0094,1,0.0,24.73,In-Store,Credit Card,Delivered,South
ORD009125,CUST00222,2025-10-11,PROD0115,3,0.25,21.85,In-Store,Wallet,Delivered,North
ORD009126,CUST01601,2025-10-25,PROD0035,2,0.0,24.94,In-Store,Credit Card,Delivered,South
ORD009127,CUST00584,2026-07-08,PROD0041,6,0.3,6.12,Mobile App,COD,Cancelled,West
ORD009128,CUST01628,2026-04-23,PROD0046,3,0.25,21.06,Online,Credit Card,Delivered,West
ORD009129,CUST00141,2025-08-09,PROD0049,1,0.3,20.58,Mobile App,UPI,Delivered,East
ORD009130,CUST00580,2026-01-01,PROD0032,3,0.0,5.77,Online,Debit Card,Delivered,North
ORD009131,CUST00705,2026-06-24,PROD0038,6,0.25,2.46,In-Store,Wallet,Delivered,West
ORD009132,CUST00683,2026-05-01,PROD0101,3,0.0,24.49,Online,Net Banking,Delivered,North
ORD009133,CUST00426,2025-11-07,PROD0042,1,0.25,7.4,Online,Credit Card,Delivered,West
ORD009134,CUST00017,2025-10-08,PROD0008,2,0.3,21.77,Online,COD,Cancelled,North
ORD009135,CUST01892,2025-08-12,PROD0102,2,0.3,0.1,Online,UPI,Delivered,North
ORD009136,CUST00588,2025-12-25,PROD0120,4,0.25,0.53,Online,Net Banking,Delivered,North
ORD009137,CUST00998,2026-05-14,PROD0032,3,0.2,11.65,Online,COD,Cancelled,East
ORD009138,CUST01373,2025-07-15,PROD0083,5,0.25,5.97,Online,Credit Card,Delivered,South
ORD009139,CUST01341,2025-09-05,PROD0096,6,0.1,17.25,In-Store,Wallet,Delivered,South
ORD009140,CUST01881,2025-10-23,PROD0087,6,0.0,14.14,Mobile App,Debit Card,Delivered,West
ORD009141,CUST01612,2025-09-28,PROD0015,3,0.0,1.94,Mobile App,Net Banking,Delivered,North
ORD009142,CUST00762,2026-04-13,PROD0018,6,0.0,4.07,Online,UPI,Delivered,West
ORD009143,CUST00589,2025-08-28,PROD0022,6,0.2,9.7,Mobile App,Debit Card,Delivered,South
ORD009144,CUST00009,2025-07-11,PROD0041,3,0.05,4.64,Online,UPI,Delivered,East
ORD009145,CUST01648,2026-06-09,PROD0122,6,0.25,19.81,Online,Debit Card,Delivered,East
ORD009146,CUST01490,2025-08-05,PROD0028,6,0.05,10.4,Mobile App,Net Banking,Delivered,South
ORD009147,CUST00612,2026-06-16,PROD0120,6,0.15,2.34,Mobile App,Debit Card,Delivered,East
ORD009148,CUST00637,2026-03-16,PROD0093,3,0.2,12.11,Online,Debit Card,Delivered,South
ORD009149,CUST01653,2025-07-31,PROD0100,2,0.0,2.27,Mobile App,Net Banking,Delivered,East
ORD009150,CUST00676,2025-07-04,PROD0116,4,0.15,3.22,In-Store,COD,Delivered,East
ORD009151,CUST00517,2025-11-02,PROD0071,3,0.1,5.99,Mobile App,Wallet,Delivered,South
ORD009152,CUST00801,2025-09-17,PROD0012,5,0.0,21.49,In-Store,COD,Delivered,West
ORD009153,CUST01883,2026-06-05,PROD0108,5,0.3,23.12,In-Store,COD,Delivered,South
ORD009154,CUST00802,2026-04-20,PROD0035,6,0.1,20.66,In-Store,Net Banking,Delivered,North
ORD009155,CUST01284,2026-05-19,PROD0033,2,0.2,8.35,Online,Credit Card,Delivered,North
ORD009156,CUST01701,2026-01-05,PROD0068,4,0.1,6.81,In-Store,Credit Card,Cancelled,West
ORD009157,CUST01086,2026-05-18,PROD0048,5,0.2,13.73,Online,Debit Card,Delivered,West
ORD009158,CUST00230,2026-05-30,PROD0002,2,0.0,18.05,In-Store,COD,Delivered,South
ORD009159,CUST00084,2026-04-01,PROD0078,3,0.2,24.83,In-Store,Debit Card,Delivered,West
ORD009160,CUST01932,2026-07-07,PROD0045,1,0.2,3.29,In-Store,Debit Card,Delivered,East
ORD009161,CUST01702,2026-02-21,PROD0093,4,0.2,1.23,Online,Credit Card,Cancelled,East
ORD009162,CUST00805,2026-03-13,PROD0075,5,0.0,17.36,In-Store,COD,Delivered,North
ORD009163,CUST00251,2026-04-30,PROD0104,2,0.25,20.81,Online,Debit Card,Delivered,West
ORD009164,CUST01016,2025-11-12,PROD0018,6,0.3,21.16,Online,Wallet,Delivered,West
ORD009165,CUST01614,2026-04-26,PROD0102,5,0.0,16.96,Online,Net Banking,Delivered,South
ORD009166,CUST00583,2026-02-05,PROD0031,3,0.15,23.85,Online,Credit Card,Delivered,South
ORD009167,CUST01378,2026-01-12,PROD0075,6,0.0,12.78,Mobile App,COD,Delivered,East
ORD009168,CUST00988,2026-03-15,PROD0041,2,0.15,22.85,In-Store,Debit Card,Delivered,North
ORD009169,CUST00094,2025-09-13,PROD0028,2,0.0,24.2,In-Store,Debit Card,Delivered,North
ORD009170,CUST00797,2026-06-24,PROD0045,4,0.2,21.18,Mobile App,Debit Card,Delivered,South
ORD009171,CUST00479,2026-05-27,PROD0050,5,0.0,7.74,Mobile App,Debit Card,Delivered,West
ORD009172,CUST00763,2025-12-09,PROD0038,-1,0.25,4.91,Mobile App,Credit Card,Delivered,West
ORD009173,CUST01495,2025-09-30,PROD0121,4,0.0,13.7,Online,Wallet,Delivered,North
ORD009174,CUST00320,2025-11-02,PROD0101,5,0.2,11.33,In-Store,Debit Card,Delivered,East
ORD009175,CUST00982,2025-12-04,PROD0058,5,0.2,21.94,Mobile App,Wallet,Delivered,West
ORD009176,CUST00766,2025-08-17,PROD0091,1,0.0,2.5,Online,Wallet,Delivered,West
ORD009177,CUST01540,2025-09-11,PROD0002,3,0.25,6.44,In-Store,Wallet,Delivered,East
ORD009178,CUST01610,2025-07-30,PROD0080,5,0.0,18.79,Online,COD,Delivered,North
ORD009179,CUST00863,2026-01-13,PROD0012,6,0.1,2.37,Online,Net Banking,Delivered,North
ORD009180,CUST01348,2026-03-25,PROD0049,1,0.2,8.02,Mobile App,COD,Delivered,South
ORD009181,CUST00029,2026-05-05,PROD0099,6,0.3,9.68,Online,Debit Card,Delivered,East
ORD009182,CUST01819,2025-10-30,PROD0060,6,0.0,15.56,Mobile App,Credit Card,Delivered,South
ORD009183,CUST00619,2025-11-21,PROD0061,5,0.2,3.95,In-Store,Net Banking,Delivered,North
ORD009184,CUST00136,2026-07-20,PROD0022,3,0.15,21.52,Online,UPI,Returned,North
ORD009185,CUST01539,2026-02-20,PROD0097,5,0.0,11.19,Mobile App,UPI,Returned,East
ORD009186,CUST01669,2025-12-01,PROD0059,2,0.05,22.93,Online,Wallet,Delivered,North
ORD009187,CUST01279,2026-06-03,PROD0104,1,0.1,11.7,In-Store,Net Banking,Delivered,South
ORD009188,CUST01057,2026-04-11,PROD0103,3,0.0,6.88,Mobile App,Debit Card,Cancelled,East
ORD009189,CUST00464,2026-05-28,PROD0052,4,0.3,3.55,Mobile App,UPI,Delivered,West
ORD009190,CUST00812,2026-01-08,PROD0080,6,0.1,0.09,Online,Debit Card,Delivered,East
ORD009191,CUST01979,2025-08-15,PROD0116,6,0.0,13.3,Online,Net Banking,Delivered,North
ORD009192,CUST01173,2026-06-11,PROD0062,4,0.0,2.68,Mobile App,Debit Card,Delivered,East
ORD009193,CUST01049,2025-08-30,PROD0027,5,0.0,9.79,In-Store,Wallet,Delivered,East
ORD009194,CUST00200,2026-04-27,PROD0033,4,0.3,14.73,Online,Debit Card,Delivered,South
ORD009195,CUST00472,2025-12-30,PROD0113,4,0.3,6.89,Online,UPI,Pending,North
ORD009196,CUST01906,2026-07-03,PROD0063,3,0.2,4.38,Online,Net Banking,Delivered,North
ORD009197,CUST00290,2026-07-18,PROD0061,4,0.0,19.37,Online,Credit Card,Cancelled,West
ORD009198,CUST01669,2026-05-02,PROD0019,1,0.3,23.67,In-Store,Net Banking,Returned,North
ORD009199,CUST00794,2025-07-18,PROD0049,5,0.1,2.51,In-Store,COD,Delivered,East
ORD009200,CUST01400,2026-07-29,PROD0058,5,0.15,3.89,In-Store,COD,Delivered,North
ORD009201,CUST01965,2025-08-23,PROD0109,4,0.2,24.0,Mobile App,Net Banking,Returned,North
ORD009202,CUST00531,2025-09-18,PROD0006,5,0.1,0.94,In-Store,UPI,Delivered,East
ORD009203,CUST01575,2025-07-02,PROD0076,5,0.2,24.44,Online,COD,Delivered,North
ORD009204,CUST00913,2026-06-08,PROD0039,2,0.2,0.12,Mobile App,Debit Card,Delivered,South
ORD009205,CUST00423,2026-07-16,PROD0055,1,0.1,21.84,In-Store,UPI,Cancelled,North
ORD009206,CUST00612,2025-09-05,PROD0122,3,0.2,7.68,In-Store,Wallet,Pending,North
ORD009207,CUST00021,2025-09-07,PROD0074,5,0.0,23.46,Mobile App,Debit Card,Delivered,East
ORD009208,CUST01840,2025-11-09,PROD0055,0,0.0,7.92,In-Store,COD,Cancelled,North
ORD009209,CUST00205,09-25-2025,PROD0034,5,0.15,16.36,Mobile App,Net Banking,Delivered,South
